NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;REGION;DEPARTEMENT;coordonnees_finales
Musée Archéologique;6923501;Route Départementale 386;69560;SAINT-ROMAIN-EN-GAL;04 74 53 74 01;04 74 53 74 19;;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mardi au dimanche de 10h à 18h et de 10h à 17h de novembre à mars;ç;01/02/2003;;AUVERGNE-RHÔNE-ALPES;RHÔNE;45.534179,4.860954
Musée du Vieux Toulouse;3155506;Hôtel Dumay 7, Rue du May;31000;TOULOUSE;05 62 27 11 50;05 62 27 50 88;http://toulousainsdetoulouse.fr;Jours fériés;Ouvert de mi-avril à mi-novembre du lundi au samedi de 14h à 18h. Ouvert toute l'année sur rendez-vous pour les groupes.;;01/02/2003;;OCCITANIE;HAUTE-GARONNE;43.5959709582,1.43229378001
Musée de l'Artillerie;8305004;Avenue de la Grande Armée Quartier Bonaparte D. 59 - B.P. 400 Avenue de la Grande Armée - D 59;83007;DRAGUIGNAN;04 83 08 13 86;04 83 08 13 86;http://musee.artillerie.asso.fr;Du 15 décembre au 15 janvier;Ouvert du dimanche au mercredi de 9h à 12h et de 13h30 à 17h30, le jeudi pour les groupes sur demande;;29/08/2006;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;
Musée Municipal d'Escaudain;5920501;Rue Paul Bert;59124;ESCAUDAIN;03 27 32 12 40;03 27 43 62 73;http://clec.free.fr;;Ouvert le dimanche de 10h à 12h, et le premier dimanche du mois de 15h à 17h;;01/02/2003;;HAUTS-DE-France;NORD;50.327686,3.343727
Muséum d'Histoire Naturelle;9741102;1, rue Poivre;97400;SAINT-DENIS DE LA REUNION;02 62 20 02 19;02 62 21 33 93;http://www.cg974.fr/museum;1er mai;Ouvert du mardi au dimanche et jours fériés de 9h30 à 17h30;;06/01/2002;;LA REUNION;REUNION;-20.887712,55.451452
Musée des Transports et des Communications;3155507;93, avenue Jules Julien;31400;TOULOUSE;05 61 55 02 10;05 61 55 02 10;http://asptuit.free.fr;;Ouvert les jeudis de 10h à 12h et de 14h à 16h et sur rendez-vous;;01/02/2003;;OCCITANIE;HAUTE-GARONNE;43.577026,1.450601
Musée d'Art et d'Archéologie;240802;32, Rue Georges Ermant;2000;LAON;03 23 22 87 00;03 23 22 87 05;http://ca-paysdelaon.fr/musee.html;1er janvier, 1er mai, 14 juillet, 24,25 et 31 décembre;Ouvert du mardi au dimanche 1er juin au 30 septembre de 10h à 17h et du 1er octobre au 31 mai de 13h à 17h et le matin sur rendez-vous;;01/02/2003;;HAUTS-DE-France;AISNE;49.563206,3.626781
Château de Grignan;2614601;Le Château;26230;GRIGNAN;04 75 91 83 57;04 75 91 83 62;http://chateaux.ladrome.fr;1er janvier, 25 décembre;Ouvert tous les jours de 9h30 à 12h et de 14h à 18h et en juillet-août de 10h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;DRÔME;44.419274,4.90924
Musée de la Chemiserie et de l'Elégance Masculine;3600601;Rue Charles Brillaud;36200;ARGENTON-SUR-CREUSE;02 54 24 34 69;02 54 24 41 92;http://chemiserie.cc-argenton.fr;24 au 31 décembre, Janvier, du 1er au 14 février;Ouvert du 15 février au 30 juin et du 1er septembre au 23 décembre du mardi au dimanche de 9h30 à 12h et de 14h à 18h, juillet-août lundi de 14h à 18h30  et du mardi au dimanche de 10h à 12h30 et de 14h à 18h30;;01/02/2003;;CENTRE-VAL DE LOIRE;INDRE;46.58847,1.518517
Musée d'Initiation à la Nature;1411803;Enceinte de l'hôtel de ville;14027;CAEN;02 31 30 43 27;02 31 30 43 44;http://cpievdo.fr/cpie-presentation-environnement/musee-d-initiation-a-la-nature - site de la région;;Ouvert des vacances de Pâques à celles de la Toussaint : du lundi au vendredi de 14h à 18h, tous les mercredis de l'année et pendant les vacances scolaires;;01/02/2003;;NORMANDIE;CALVADOS;
Musée du Cloître de Tulle André Mazeyrie;1927201;Place Monseigneur Berteaud;19000;TULLE;05 55 26 91 05;05 55 26 24 23;http://culture.ville-tulle.fr/culture/musees-et-archives/musee-du-cloitre;;Ouvert du mardi au samedi, les 1er et 3ème dimanche du mois du 1er mai au 31 octobre de 10h à 13h et de 14h à 18h30 et du 1er novembre au 30 avril de 13h à 18h;;01/02/2003;;NOUVELLE-AQUITAINE;CORREZE;45.267654,1.770791
Musée du Domaine Départemental de Sceaux;9207101;Château de Sceaux;92330;SCEAUX;01 41 87 29 50;01 41 87 29 51;http://domaine-de-sceaux.hauts-de-seine.fr/;1er au 15 janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche du 1er novembre au 28 février de 13h à 17h, et du 1er mars au 31 octobre de 14h à 18h30;;01/02/2003;;ÎLE-DE-France;HAUTS DE SEINE;48.774707,2.299025
Ecomusée de l'Île de Groix;5606901;Port-Tudy;56590;ILE DE GROIX;02 97 86 84 60;02 97 86 56 51;http://ecomusee.groix.free.fr;Jours fériés;Ouvert de mai à septembre tous les jours de 9h45 à 12h30 et de 14h à  18h, d'octobre à novembre et avril du mardi au dimanche de 9h45 à 12h et de 14h à 17h, de décembre à mars le mercredi, samedi et dimanche (sauf vacances scolaires du mercredi au dimanch;;01/02/2003;;BRETAGNE;MORBIHAN;47.639776,-3.444877
Forum Antique de Bavay;5905301;Allée Chanoine Henri Biévelet;59570;BAVAY;03 59 73 15 50;03 59 73 15 51;http://forumantique.lenord.fr/;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre - Fermetures annuelles la 1ère quinzaine de septembre et la 2ème quinzaine de janvier;Ouvert tous les jours de 9h à 12h et de 13h à 18h;;01/02/2003;;HAUTS-DE-France;NORD;50.3076854397,3.80843098031
Musée de l'Ardoise et de la Géologie;5318801;Longchamp;53800;RENAZE;02 43 06 40 14;02 43 06 82 50;http://geocities.com/musardoise;;Ouvert dimanche et jours fériés en mai, juin, septembre, octobre, du mercredi au dimanche et jours fériés en juillet-août de 14h à 17h30. Pour les groupes toute l'année sur réservation;;01/02/2003;;PAYS DE LA LOIRE;MAYENNE;47.793467,-1.041358
Musée Municipal des Emaux et Faïences;5432301;Port de France Rue de la Manutention;54400;LONGWY;03 82 23 85 19;03 82 44 54 37;http://http//www.mairie-longwy.fr;1er janvier, 25 décembre, 1er mai;Ouvert de novembre à avril  de 14h à 18h du mardi au vendredi et de 10h à 12h et 14h à 18h le week-end, et de mai à octobre du mardi au dimanche de 10h à 12h et de 14h à 18h;;01/02/2003;;GRAND EST;MEURTHE ET MOSELLE;49.5244232599,5.7294177983
Musée du Vieux Château;5313001;Place de la Trémoille;53000;LAVAL;02 53 74 12 30;02 43 49 86 53;http://laval.fr/musees/musee-du-vieux-château ou http://musees.laval.fr/;1er janvier, dimanhces de Pâques et de Pentecôte, 1er mai, 8 mai, Ascension, 1er novembre, 11 novembre et 25 décembre;Ouvert du 1er octobre au 31 mai du mardi au samedi de 9h30 à 12h et de 13h30 à 17h30, les dimanches de 14h à 18h, du 1er juin au 30 septembre du mardi au samedi de 9h30 à12h et de 13h30 à 18h30, les dimanches, 14 juillet et 15 août de 14h à 18h;;01/02/2003;;PAYS DE LA LOIRE;MAYENNE;48.068827,-0.772298
Musée Diocésain d'Art Sacré;5912202;Service de la conservation du patrimoine culturel 11, Rue du Grand Séminaire - CS 80149;59403;CAMBRAI;03 27 81 34 96;03 27 81 34 91;http://liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html;;Salle d'exposition ouverte 20 jours en 2012 (septembre-décembre);;01/02/2003;;HAUTS-DE-France;NORD;
Maison de Balzac;7511616;47, rue Raynouard;75016;PARIS;01 55 74 41 80;01 45 25 19 22;http://maisondebalzac.paris.fr/;;Ouvert du mardi au dimanche de 10h à 18h;;08/07/2004;;ÎLE-DE-France;PARIS;48.855381,2.280756
Musée des Beaux-Arts;2123104;Palais des Ducs et des Etats de Bourgogne CS 73310;21033;DIJON;03 80 74 52 09;03 80 74 53 44;http://mba.dijon.fr ou www.ville-dijon.fr;1er janvier, 1er & 8 mai, 14 juillet, 1er & 11 novembre, 25 décembre;Ouvert du mercredi au lundi du 2 mai au 31 octobre de 9h30 à 18h et du 2 novembre au 30 avril de 10h à 17h;Mercredi de 19h à 21h;06/01/2002;;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;
Musée François Rude;2123101;8, Rue Vaillant;21000;DIJON;03 80 74 52 70;03 80 74 53 44;http://mba.dijon.fr ou www.ville-dijon.fr;1er janvier, 1er et 8 mai,14 juillet, 1er et 11 novembre, 25 décembre;Ouvert de mai à octobre du mercredi au lundi de 9h30 à 18h et de novembre à avril de 10h à 17h;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.32122,5.043978
Musée d'Histoire Naturelle et de Géologie;5935003;19, rue de Bruxelles;59000;LILLE;03 28 55 30 80;03 20 86 14 82;http://mhn.lille.fr;Certains jours fériés;Ouvert le lundi, du mercredi au vendredi de 9h30 à 17h, samedi et dimanche de 10h à 18h;;01/02/2003;;HAUTS-DE-France;NORD;50.626639,3.066546
Maison de l'Outil  et de la Pensée Ouvrière;1038705;7, Rue de La Trinité;10000;TROYES;03 25 73 28 26;03 25 73 90 47;http://mopo3.com;25 décembre,  1ère semaine de janvier, lundi de la Pentecôte;Ouvert d'octobre à mars du mercredi au lundi de 10h à 18h et d'avril à septembre tous les jours de 10h à 18h;;01/02/2003;;GRAND EST;AUBE;48.29473,4.072849
MUDO - Musée de l'Oise;6005701;1, Rue du musée;60000;BEAUVAIS;03 44 10 40 50;03 44 48 49 45;http://mudo.oise.fr/;1er janvier, lundi de Pâques, 1er mai, lundi de Pentecôte, 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 11h à 18h;;01/02/2003;;HAUTS-DE-France;OISE;49.432788,2.080444
MuséAL - Musée Archéologique d'Alba;700501;Route départementale 107;7400;ALBA-LA-ROMAINE;04 75 52 45 15;;http://museal.ardeche.fr/;Janvier et décembre - 1er janvier, 1er mai, 25 décembre;Ouvert de février à juin et de septembre à novembre le lundi, mercredi au vendredi de 10h à 12h30 et de 14h30 à 18h, le samedi et dimanche de 14h30 à 18h, en juillet-août du lundi au vendredi de 10h à 13h et de 14h à 18h30, le dimanche de 14h30 à 18h. Pet;;15/05/2014;;AUVERGNE-RHÔNE-ALPES;ARDECHE;44.552811,4.606035
Musée d’Histoire de Bastia;;Place du Donjon - Citadelle;20410;BASTIA;04 95 31 09 12;04 28 27 00 99;http://musee.bastia.corsica/fr/le-musee/le-palais-des-gouverneurs-1777.html;1er et 11 novembre, 1er et 8 mai, et pendant les vacances scolaires de Noël;Ouvert du 1er mai au 30 septembre de 10h à 18h30, tous les jours en juillet août, du 1er octobre au 30 avril de 9h à 12h et de 14h à17h (basse saison);;01/02/2003;;CORSE;HAUTE-CORSE;42.6936,9.45102
Musée Régional de Fouras;1716801;Esplanade de la Légion d'Honneur Fort Vauban BP 70026;17450;FOURAS;05 46 84 15 23;05 46 84 29 14;http://musee.fouras.assoc.pagespro-orange.fr/;;Ouvert tous les samedis, dimanches et jours fériés de 14h30 à 17h30 hors saison, durant les vacances scolaires toutes zones du mardi au dimanche de 14h30 à 17h30, du 1er juin au 15 septembre de 10h à 12h et de 15h à 18h30 et le lundi après-midi;;01/02/2003;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.9868352342,-1.03911420802
Musée de la Compagnie des Indes;5618102;Citadelle de Port-Louis;56290;PORT-LOUIS;02 97 82 19 13;02 97 82 42 88;http://musee.lorient.fr;1er mai, mi- décembre au 31 janvier inclus;Ouvert du 1er février au 30 avril du mercredi au lundi de 10h à 12h30 et de 14h à 18h, du 2 mai au 31 août tous les jours de 10h à 18h30, du 1er septembre au 15 décembre du mercredi au lundi de 13h30 à 18h;;01/02/2003;;BRETAGNE;MORBIHAN;47.706409,-3.35365
Maison du Sundgau - Musée Paysan;6824801;10, rue Principale;68480;OLTINGUE;03 89 40 79 24;03 89 07 30 98;http://musee.paysan.free.fr/;Janvier et février;Ouvert du 1er mars au 15 juin, du 1er octobre au 15 décembre le dimanche de 14h à 17h, du 16 juin au 30 septembre mardi, jeudi, samedi, dimanche de 15h à 18h, et du 1er mars au 30 novembre sur rendez-vous pour les groupes;;01/02/2003;;GRAND EST;HAUT-RHIN;47.492827,7.391275
Musée Fragonard;9404601;Ecole Nationale Vétérinaire d'Alfort 7, Avenue du Général de Gaulle;94700;MAISONS-ALFORT;01 43 96 70 52;01 43 96 70 44;http://musee.vet-alfort.fr;;Ouvert le mercredi et jeudi, samedi et dimanche de 14h à 18h;;29/08/2006;;ÎLE-DE-France;VAL DE MARNE;48.8058570543,2.4381304073
Musée de Boulogne-sur-Mer;6216001;1, Rue de Bernet;62200;BOULOGNE-SUR-MER;03 21 10 02 20;03 21 10 02 23;http://musee.ville-boulogne-sur-mer.fr;25 décembre, 1er janvier et fermeture annuelle la 1ère semaine de janvier;Ouvert du mercredi au dimanche du 2 mai au 30 septembre de 10h à 18h et en basse saison de 10h à 12h30 et de 14h30 à 17h30;;01/02/2003;;HAUTS-DE-France;PAS-DE-CALAIS;50.725546,1.616211
Musée d'Art et d'Histoire Louis Senlecq;9531301;31, Grande Rue;95290;L'ISLE-ADAM;01 74 56 11 23;01 74 56 11 22;http://musee.ville-isle-adam.fr;1er janvier, 1er mai, 14 juillet, 24 décembre, 25 décembre;Ouvert du mercredi au lundi de 14h à 18h;;01/02/2003;;ÎLE-DE-France;VAL D'OISE;49.112285,2.21638
Musée de l'Hôtel-Dieu;7836101;1, Rue Thiers;78200;MANTES-LA-JOLIE;01 34 78 86 60;01 34 78 86 65;http://musee.ville-mantes-la-jolie.com;25 décembre, 1er janvier;Ouvert lundi, mercredi  à vendredi de 13h à 18h et de 9h à 12 pour les groupes, samedi de 10h à 18h, dimanche et jours fériés de 13h à 19h et du 1er novembre au 31 mars le lundi, mercredi au vendredi de 13h à 18h, samedi de 10h à 18h et dimanches et jours;;01/02/2003;;ÎLE-DE-France;YVELINES;48.990874,1.719901
Musée Municipal des Beaux-Arts;6444501;Rue Mathieu Lalanne;64000;PAU;05 59 27 33 02;05 59 98 09 63;http://musee.ville-pau.fr;;Ouvert de 10h à 12h et de 14h à 18h;;01/02/2003;;NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;43.297273,-0.364361
Musée Victor Aubert;7838001;24, rue Quincampoix;78580;MAULE;01 30 90 61 49;01 30 90 96 48;http://museeaubertmaule.free.fr/;;Ouvert chaque mercredi et dimanche du mois de 15h à 18h;;01/02/2003;;ÎLE-DE-France;YVELINES;48.908957,1.849122
Musée Barbey d'Aurevilly;5055101;64, Rue Bottin Desylles;50390;SAINT-SAUVEUR-LE-VICOMTE;02 33 41 65 18;02 33 95 88 85;http://museebarbeydaurevilly.over-blog.com/;Toussaint, Noël, jour de l'an;Ouvert d'avril à octobre du dimanche, lundi, mercredi au vendredi de 14h à 18h, toutes les vacances scolaires (A,B,C) dimanche, lundi, mercredi au vendredi et jours fériés de 14h à 18h;;01/02/2003;;NORMANDIE;MANCHE;49.384547,-1.532819
Musée Eugénie et Maurice Guérin;8101201;Château de Cayla;81140;ANDILLAC;05 63 33 90 30;05 63 77 32 14;http://musee-cayla.tarn.fr/;24 décembre au 15 février - 1er mai et 1er novembre;Ouvert du 16 février au 30 avril et du 2 novembre au 23 décembre du dimanche au jeudi de 14h à 17h, du 2 mai au 30 juin et de septembre à octobre du samedi au jeudi de 14h à 18h, en juillet-août tous les jours de 10h à 12h et de 14h à 18h30;;01/02/2003;;OCCITANIE;TARN;44.009953,1.899242
Musée Charles Portal - Histoire et Patrimoine;8106901;Porte des Ormeaux 1, Rue Saint-Michel;81170;CORDES-SUR-CIEL;05 63 56 06 11;05 63 56 06 11;http://musee-charles-portal.asso-web.com ou http://savieuxcordes.canalblog.com;;Ouvert de Pâques à la Toussaint vendredi, samedi, dimanche et jours fériés de 15h à 18 et en juillet-août du mercredi au lundi de 14h30 à 18h30;;01/02/2003;;OCCITANIE;TARN;44.0807353424,1.93361594933
Musée Emile Chénon;1805701;10-12, Rue de la Victoire;18370;CHATEAUMEILLANT;02 48 61 49 24;02 48 61 49 24;http://museechenon.e-monsite.com;;Ouvertdu 1er juin au 30 septembre tous les jours de 10h à 12h et de 14h à 18h et du 1er octobre au 31 mai le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h;;01/02/2003;;CENTRE-VAL DE LOIRE;CHER;46.561497,2.196419
Musée d'Art Roger-Quillot;6311305;Quartier historique de Montferrand Place Louis Deteix;63100;CLERMONT-FERRAND;04 73 16 11 30;04 73 16 11 31;http://museedart.clermont-ferrand.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au vendredi de 10h à 18h,  samedi, dimanche et jours fériés de 10h à 12h et de 13h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.7859081171,3.1155334528
Musée d'Histoire Locale;601802;9, Rue Saint-Sébastien;6410;BIOT;04 93 65 54 54;04 93 65 51 73;http://musee-de-biot.fr/;;Ouvert du 16 septembre au 14 juin de 14h à 18h du mercredi au dimanche, et du 15 juin au 15 septembre de 10h à 18h du mercredi au dimanche;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.627369,7.098469
Musée Départemental de Flandre;5913501;26 Grand Place  B.P. 38;59670;CASSEL;03 59 73 45 60;03 59 73 45 50;http://museedeflandre.lenord.fr/fr/Accueil.aspx;1er janvier, 1er mai, lundi de Pâques, lundi de Pentecôte, 25 décembre;Ouvert du mardi au vendredi de 10h à 12h30 et de 14h à 18h, samedi et dimanche de 10h à 18h;Premier samedi du mois de 20h à 22h;01/02/2003;;HAUTS-DE-France;NORD;50.8083185635,2.46483503328
Musée de la Céramique;7654010;1, rue Faucon;76000;ROUEN;02 35 07 31 74;02 35 15 43 23;http://museedelaceramique.fr;1er janvier, 1er, 8 et 13 mai, Ascension, 14 juillet, 15 août, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 13h et de 14h à 18h;;06/01/2002;;NORMANDIE;SEINE-MARITIME;49.445543,1.093846
Musée de La Thiérache;278901;Place de l'Hôtel de ville;2140;VERVINS;03 23 58 24 61;;http://museedelathierache.jimdo.com ou www.evasion-aisne.com;;Ouvert d'octobre à mai du lundi midi au samedi midi de 9h à 12h et de 13h30 à 17h30, de juin à septembre du mardi au samedi de 9h à 12h et de 14h à 18h;;01/02/2003;;HAUTS-DE-France;AISNE;49.834696,3.907654
Musée des Beaux-Arts Denys Puech;1220202;Place Georges Clemenceau;12000;RODEZ;05 65 77 89 60;05 65 77 88 03;http://musee-denys-puech.grand-rodez.com/;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mardi au vendredi de 10 h à 12 h et de 14 h à 18 h, samedi et dimanche de 14h à 18h;;01/02/2003;;OCCITANIE;AVEYRON;44.349183,2.578108
Musée des Antiquités de la Seine-Maritime;7654004;198, Rue Beauvoisine;76000;ROUEN;02 35 98 55 10;02 32 76 31 70;http://museedesantiquites.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mardi au samedi de 13h30 à 17h30 et le dimanche de 14h à 18h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.447268,1.098932
Musée des tourneurs sur Bois;8300201;Place de la Résistance;83630;AIGUINES;04 94 70 99 17;;http://museedestourneurssurbois.com/le-musee-2/;20 décembre au 5 janvier;Ouvert en juillet-août tous les jours de 10h30 à 18h30, d'avril à mai, et septembre-octobre tous les jours de 9h30 à 17h30 sauf le mercredi après-midi, de novembre à mars ouvert au public sur demande;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.775313,6.243184
Musée de l'Ostrevant;5909201;192, rue Edouard Lalo;59111;BOUCHAIN;03 27 35 73 97;;http://museedostrevant.canalblog.com/;;Ouvert le dimanche de 15h à 18h d'avril à octobre, les autres jours toute l'année sur rendez-vous;;01/02/2003;;HAUTS-DE-France;NORD;50.284651,3.311321
Musée de l'Ecole Rurale en Bretagne;2928901;Kergroas;29560;TREGARVAN;02 98 26 04 72;02 98 26 06 46;http://musee-ecole.fr;Décembre-janvier;Ouvert de février à juin et du 1er septembre au 1er novembre de 14h à 18h, et en  juillet-août tous les jours de 11h à 19h;;01/02/2003;;BRETAGNE;FINISTERE;48.244542,-4.225337
Musée Fenaille;1220201;14, Place Eugène Raynaldy;12000;RODEZ;05 65 73 84 30;05 65 73 84 31;http://musee-fenaille.rodezagglo.fr/;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 11 avril au 30 juin et du 1er au 30 septembre du mardi au samedi de 11h à 19h, le dimanche de 14h à 19h, en juillet-août le lundi de 14h à 19h et du mardi au dimanche de 10h à 19h, du 1er octobre au 31 mars du mardi au vendredi de 10h à 12h et d;;01/02/2003;;OCCITANIE;AVEYRON;44.349201,2.576408
Musée jean-Jacques Rousseau;9542801;5, Rue Jean-Jacques Rousseau;95160;MONTMORENCY;01 39 64 80 13;01 39 89 91 23;http://museejjrousseau.montmorency.fr;1er mai et fêtes de fin d’année;Ouvert du mardi au dimanche de 14h à 18h et pour les groupes du mardi au samedi de 10h à 13h;;01/02/2003;;ÎLE-DE-France;VAL D'OISE;48.986892,2.320916
Juliobona, Musée Gallo-Romain de Lillebonne;7638401;Place Félix Faure;76170;LILLEBONNE;02 32 84 02 07;02 32 84 02 07;http://musee-juliobona.fr/;Décembre et janvier;Ouvert hors période vacances scolaires en visite libre le samedi et dimanche de 13h30 à 18h30, et en visite guidée à 15h. Durant les vacances scolaires (sauf Noël) du mercredi au lundi de 13h30 à 18h30 et visite guidée le mercredi, vendredi, dimanche à 15;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.518194,0.536388
Musée Le Secq des Tournelles;7654006;2, rue Jacques Villon;76000;ROUEN;02 35 88 42 92;02 35 15 43 23;http://museelesecqdestournelles.fr;1er janvier, 1er mai, 1er et 11 novembre et 25 décembre.;Ouvert du mercredi au lundi de 14h à 18h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.445299,1.093596
Musée Paul Valéry;3430101;148, Rue François Desnoyer;34200;SETE;04 99 04 76 16;04 57 67 04 02;http://museepaulvalery-sete.fr/;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 31 octobre de 9h30 à 19h tous les jours et du 2 novembre au 31 mars de 10h à 18h du mardi au dimanche;;01/02/2003;;OCCITANIE;HERAULT;43.395512,3.691204
Musée Départemental de l'Ecole de Barbizon - Auberge Ganne;7702201;92, Grande Rue;77630;BARBIZON;01 60 66 22 27;01 60 66 22 96;http://musee-peintres-barbizon.fr;1er mai - du  22 décembre au 1er janvier 2010;Ouvert de 10h à 12h30 et de 14h à 17h30 en  juillet-août de 10h à 12h30 et de 14h à 18h du mercredi au lundi;;01/02/2003;;ÎLE-DE-France;SEINE ET MARNE;48.446181,2.602464
Musée Raymond Lafage;8114501;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;05 63 40 45 45;05 63 33 36 18;http://museeraymondlafage.wifeo.com ou  http://musee.lislesurtarn.over-blog.fr/;;Ouvert du mercredi au lundi de 10h à 12h et de 15h à 18h du 1er avril au 31 octobre;;01/02/2003;;OCCITANIE;TARN;43.852891,1.811372
Musée Pillon;6014301;Salle du Patrimoine Hôtel de Ville;60240;CHAUMONT-EN-VEXIN;03 44 49 00 46;03 44 49 17 74;http://museeraymondpillon.overblog.com ou http:flore-de-chaumont-en-vexin.overblog.com;;Le 3ème Week-end d'avril à octobre 10h à 12h et de 14h à 18h et sur rendez-vous pour les visites guidées;;01/02/2003;;HAUTS-DE-France;OISE;49.2430055349,1.88749117657
Musée - Conservatoire du Machinisme et des Pratiques Agricoles;7921601;Aire Poitou-Charentes de Vouillé Aiffres;79230;PRAHECQ;05 49 75 68 27;05 49 75 69 89;http://museeruralies.free.fr;;;;01/02/2003;15/05/2014 00:00;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.2556160002,-0.365723799708
Musée-château d'Annecy;7401001;Place du Château;74000;ANNECY;04 50 33 87 30;04 50 33 00 84;http://musees.agglo-annecy.fr/Chateau-d-Annecy;1er janvier, dimanche et lundi de Pâques, 1er mai, 1er & 11 novembre, 25 décembre;Ouvert tous les jours de 10h30 à 18h de juin à septembre et du mercredi au lundi de 10h à 12h et de 14h à 17h d'octobre à mai;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;HAUTE-SAVOIE;45.897323,6.125044
